age,annual_income,employment_length,credit_score,dti_ratio,utilization,num_derogatory,num_credit_lines,home_ownership,loan_amount,loan_purpose,default_flag
33,73150,8,738,0.2689,0.2828,0,12,mortgage,20800,home_improvement,0
23,43021,0,668,0.2714,0.1526,0,5,own,15100,home_improvement,0
70,20000,0,751,0.3432,0.1463,0,20,mortgage,3400,home_improvement,0
57,29430,14,720,0.401,0.3049,0,9,rent,3200,home_improvement,1
41,51522,9,700,0.2585,0.3268,0,12,own,4200,medical,0
29,31601,7,574,0.4822,0.3966,0,14,rent,1200,education,1
59,62227,5,783,0.2928,0.246,0,13,own,21200,personal,1
60,25775,1,671,0.3438,0.2033,0,7,rent,10200,home_improvement,0
35,55410,0,850,0.2102,0.0,0,14,own,10000,home_improvement,0
35,65767,1,760,0.2826,0.0609,0,13,rent,13600,education,0
39,34081,7,698,0.1865,0.3208,0,13,mortgage,4400,debt_consolidation,0
25,73392,1,747,0.2398,0.1877,0,19,rent,8700,business,0
69,56150,1,770,0.3481,0.3507,0,16,mortgage,10500,personal,1
22,21218,0,690,0.4009,0.2882,0,15,rent,2200,medical,0
31,24666,1,723,0.266,0.2915,0,16,rent,2900,home_improvement,0
41,49105,2,740,0.2283,0.3846,0,15,own,18500,business,0
37,44869,0,729,0.3995,0.0403,0,11,own,15200,education,0
64,51708,2,755,0.3452,0.242,0,10,rent,8300,medical,0
35,28413,0,589,0.3051,0.4518,0,13,rent,3700,debt_consolidation,0
27,38005,4,695,0.1379,0.5603,0,6,rent,9800,personal,0
38,45745,1,732,0.312,0.2349,0,19,rent,7400,business,1
47,61666,11,644,0.3841,0.1939,0,10,mortgage,5000,personal,0
49,54625,10,741,0.3612,0.0,0,4,own,4800,personal,0
56,34812,20,620,0.2533,0.5814,0,8,mortgage,6200,debt_consolidation,0
70,67809,21,836,0.2058,0.1252,0,12,mortgage,22100,personal,0
53,36513,19,674,0.4635,0.1363,0,18,mortgage,10900,business,0
69,20000,2,714,0.3802,0.3978,0,16,rent,2100,personal,0
29,28179,4,725,0.4281,0.1918,0,21,rent,11000,personal,0
67,41817,2,693,0.3976,0.1599,0,16,own,5400,education,0
27,48977,5,794,0.3573,0.3111,0,10,rent,2300,education,0
34,42575,3,562,0.2848,0.3063,0,11,rent,3900,debt_consolidation,0
24,39221,2,693,0.4282,0.4019,0,9,rent,15400,debt_consolidation,0
46,54337,2,682,0.2731,0.0073,0,6,mortgage,9700,debt_consolidation,0
64,25603,4,633,0.1489,0.1926,0,14,rent,9700,debt_consolidation,0
67,46000,26,850,0.3788,0.0288,0,11,own,15600,medical,0
58,69554,11,819,0.1907,0.2242,0,17,mortgage,6200,home_improvement,0
67,47562,1,814,0.4616,0.1733,0,18,rent,16800,education,0
59,29939,13,676,0.4272,0.42,0,18,rent,8700,personal,0
37,21905,0,692,0.2244,0.263,0,11,rent,3700,medical,0
22,31074,0,652,0.4288,0.3813,0,1,mortgage,12200,home_improvement,1
50,71560,3,768,0.4138,0.2669,0,18,rent,19800,debt_consolidation,1
70,64313,0,709,0.3072,0.357,0,8,rent,7700,education,0
48,51314,10,697,0.2574,0.2582,0,4,mortgage,10700,home_improvement,0
48,51879,0,672,0.2936,0.391,0,7,own,18800,home_improvement,0
39,85148,0,623,0.4069,0.2067,0,16,mortgage,30400,business,0
33,20067,11,636,0.3594,0.1239,0,25,rent,7700,debt_consolidation,1
43,56800,11,693,0.3255,0.2937,0,6,own,20600,education,0
65,38743,6,677,0.4061,0.3052,0,17,own,10200,home_improvement,0
64,28570,7,690,0.3282,0.2873,0,16,rent,8200,personal,1
44,64683,19,668,0.3118,0.3683,0,17,rent,11300,business,0
63,53456,30,850,0.2911,0.0091,0,12,own,16000,home_improvement,0
64,61870,42,850,0.4777,0.2121,0,14,own,20100,education,0
49,37208,11,682,0.2944,0.3141,0,7,rent,12200,medical,1
28,20000,6,678,0.3177,0.3783,0,12,rent,7800,business,1
26,36342,4,613,0.2907,0.3281,0,16,own,3700,medical,0
57,58693,0,685,0.3327,0.2104,0,2,rent,17100,home_improvement,0
64,53188,0,690,0.2783,0.5041,0,12,mortgage,12100,home_improvement,0
41,73471,4,691,0.3067,0.301,0,10,mortgage,9000,medical,0
66,32277,3,727,0.2976,0.2207,0,28,rent,8800,business,0
61,20000,4,736,0.3978,0.29,0,25,rent,5800,home_improvement,0
27,24178,5,630,0.3812,0.2168,0,6,rent,9400,debt_consolidation,1
22,55998,0,661,0.2846,0.3519,0,6,rent,6200,education,0
48,21748,10,629,0.2391,0.0759,0,24,rent,8100,debt_consolidation,0
65,42890,2,592,0.2665,0.6257,0,25,mortgage,2300,business,0
45,29530,8,715,0.3133,0.1847,0,15,rent,7400,home_improvement,0
69,47687,5,827,0.405,0.0,0,18,own,2500,education,0
63,36468,20,723,0.437,0.2788,0,15,rent,12100,medical,0
30,49718,3,732,0.2729,0.222,0,21,mortgage,14000,business,0
57,73206,30,785,0.2393,0.1208,0,7,mortgage,23000,personal,0
51,25623,4,762,0.3125,0.1958,0,20,rent,4600,debt_consolidation,0
22,39521,0,627,0.1209,0.6927,0,8,rent,9100,home_improvement,0
40,20000,6,638,0.4017,0.2578,0,14,rent,5000,education,1
64,35393,21,684,0.3762,0.2323,0,17,own,14000,education,0
55,63851,9,629,0.3768,0.4017,0,20,own,8700,business,0
38,45343,6,702,0.2975,0.0395,0,7,rent,9100,medical,0
58,38535,6,641,0.4288,0.2309,0,14,rent,2000,business,0
46,46811,4,661,0.4286,0.3186,0,12,rent,8000,education,0
65,47234,0,696,0.2223,0.0787,0,22,rent,2900,business,0
27,52023,5,737,0.2574,0.1577,0,19,rent,15300,education,0
28,57383,6,610,0.4087,0.3866,0,13,mortgage,16400,education,0
30,55252,4,720,0.2587,0.3778,0,5,own,16100,home_improvement,0
30,32943,1,678,0.3584,0.1631,0,24,rent,7900,home_improvement,0
34,51462,11,695,0.3199,0.3113,0,7,rent,15900,business,0
37,88972,1,634,0.365,0.1686,0,14,own,2800,debt_consolidation,0
45,65710,0,693,0.3109,0.1242,0,15,own,9800,business,0
56,52162,20,705,0.2005,0.2019,0,7,rent,5800,education,0
47,41394,10,788,0.236,0.186,0,10,mortgage,10800,business,0
52,48051,0,695,0.0533,0.3999,0,9,rent,800,education,0
68,53661,5,746,0.2827,0.2797,0,13,mortgage,18400,business,0
29,68482,2,644,0.4175,0.2414,0,14,mortgage,2500,personal,0
42,57421,8,650,0.3275,0.3843,0,4,mortgage,15300,education,0
27,59978,5,635,0.253,0.3686,0,9,mortgage,18300,business,0
44,69098,7,702,0.391,0.0662,0,20,rent,4700,education,0
57,33625,12,710,0.3091,0.275,0,8,mortgage,7500,business,1
49,62968,7,660,0.3557,0.4009,0,11,own,18700,medical,1
45,33556,23,641,0.3229,0.231,0,7,rent,1000,personal,0
55,53751,0,709,0.3873,0.0567,0,9,rent,16000,home_improvement,0
55,20000,15,764,0.4073,0.263,0,18,own,5900,medical,0
56,39237,25,749,0.278,0.2556,0,18,rent,4400,home_improvement,1
50,20000,4,668,0.4096,0.4307,0,9,rent,6000,personal,1
39,79970,17,635,0.45,0.405,0,14,rent,24000,medical,1
36,58883,5,706,0.2721,0.0999,0,22,mortgage,4000,home_improvement,0
49,41600,1,581,0.3923,0.4812,0,8,rent,14800,personal,1
28,52430,6,652,0.2542,0.2718,0,12,rent,14600,home_improvement,0
31,20426,6,726,0.2856,0.184,0,7,rent,2300,debt_consolidation,0
56,72672,3,758,0.2103,0.2894,0,11,mortgage,3300,personal,0
68,45940,7,669,0.3253,0.3527,0,5,rent,700,business,0
50,57844,7,692,0.2996,0.2455,0,8,mortgage,16700,medical,0
67,54584,9,671,0.3696,0.3892,0,9,mortgage,12300,personal,0
44,44358,2,616,0.4427,0.4008,0,11,mortgage,17400,home_improvement,0
38,40789,8,725,0.3544,0.454,0,13,rent,12200,business,0
28,46747,4,686,0.3658,0.4428,0,12,rent,1900,home_improvement,0
49,55988,8,763,0.3272,0.0059,0,11,rent,1900,medical,0
44,43551,3,727,0.3654,0.4609,0,14,mortgage,1300,business,0
64,59319,10,754,0.3041,0.3469,0,15,rent,13600,personal,1
42,20000,4,706,0.28,0.2253,0,10,rent,5200,education,0
58,33895,15,743,0.3999,0.2279,0,15,rent,13400,debt_consolidation,0
33,56431,3,731,0.3136,0.3152,0,10,mortgage,12800,personal,0
44,82709,6,726,0.2717,0.0955,0,8,own,20000,education,0
34,34993,12,661,0.369,0.2466,0,14,rent,8200,medical,0
69,40551,7,663,0.3589,0.1747,0,17,rent,12700,debt_consolidation,1
62,57446,13,804,0.3364,0.0253,0,6,rent,12900,business,0
30,34870,3,693,0.3469,0.1464,0,9,rent,1800,home_improvement,0
29,20000,2,587,0.3497,0.349,0,4,rent,7000,personal,1
38,62065,0,694,0.1957,0.4245,0,17,rent,5200,debt_consolidation,0
45,41132,15,727,0.3231,0.3566,0,6,rent,5000,medical,0
37,51377,8,664,0.2189,0.3251,0,14,mortgage,16200,education,0
41,23063,1,701,0.2921,0.1272,0,5,own,5200,medical,0
69,47015,1,770,0.4529,0.0388,0,13,own,4800,home_improvement,0
51,39202,3,756,0.3137,0.3059,0,16,rent,8400,education,0
48,43272,18,652,0.1626,0.1109,0,13,rent,8100,home_improvement,0
63,55320,10,771,0.3216,0.086,0,12,own,5400,education,0
29,21442,3,614,0.4678,0.3831,0,11,rent,7200,education,0
36,66158,1,636,0.2752,0.2994,0,11,rent,12900,personal,1
27,43812,5,663,0.2813,0.3225,0,14,rent,2800,medical,0
52,20000,7,633,0.3601,0.4014,0,14,own,7600,home_improvement,1
55,56160,0,759,0.362,0.2234,0,14,mortgage,6400,personal,0
62,46408,8,738,0.2084,0.5066,0,11,rent,1300,education,0
52,40201,19,644,0.3334,0.3724,0,7,mortgage,5700,education,0
68,43121,11,765,0.3151,0.2757,0,10,rent,11000,education,0
53,28379,10,730,0.4212,0.2584,0,10,rent,7200,debt_consolidation,1
60,34382,11,734,0.2587,0.2869,0,18,rent,5500,medical,0
39,32020,17,671,0.3433,0.3496,0,16,mortgage,600,business,0
24,61346,2,684,0.3214,0.1664,0,10,rent,2200,home_improvement,0
68,57058,12,735,0.2633,0.3536,0,9,mortgage,22500,personal,0
59,55912,14,704,0.1536,0.3326,0,14,rent,5300,debt_consolidation,0
34,21483,12,756,0.3128,0.2683,0,4,rent,4200,personal,0
24,44688,2,714,0.3591,0.2861,0,10,own,7800,home_improvement,0
24,64537,2,613,0.2333,0.4364,0,4,mortgage,14700,business,0
45,61402,3,653,0.2312,0.243,0,13,mortgage,23800,debt_consolidation,1
45,45352,6,783,0.321,0.2258,0,15,rent,4700,home_improvement,0
60,50532,4,697,0.1645,0.2298,0,15,own,15900,education,0
22,63155,0,598,0.3457,0.3294,0,9,rent,10800,business,0
53,34735,10,671,0.3165,0.3913,0,8,mortgage,5700,medical,0
28,45131,6,669,0.4269,0.3998,0,22,rent,16100,debt_consolidation,1
62,43756,3,821,0.219,0.0505,0,8,mortgage,3300,personal,0
69,32798,7,648,0.245,0.1981,0,20,rent,3000,personal,0
27,32066,5,674,0.3927,0.1949,0,4,mortgage,11600,personal,0
68,61160,3,691,0.2538,0.2572,0,8,rent,18700,personal,0
59,37488,4,695,0.1705,0.2593,0,14,mortgage,11700,medical,1
64,54138,1,763,0.3219,0.2736,0,8,own,1100,debt_consolidation,0
34,57281,7,610,0.3752,0.4586,0,11,own,14600,debt_consolidation,1
58,67926,1,744,0.3294,0.2492,0,14,mortgage,9000,personal,0
62,25112,40,818,0.2949,0.2998,0,16,rent,5000,home_improvement,0
52,42225,0,765,0.3791,0.1832,0,16,rent,3300,medical,1
45,44242,0,690,0.2399,0.3531,0,8,rent,9900,medical,0
44,21305,0,647,0.4457,0.2379,0,20,own,6600,business,1
50,35149,8,652,0.3656,0.235,0,1,rent,1600,personal,0
55,84956,5,700,0.2731,0.2239,0,9,own,4900,debt_consolidation,0
54,43382,13,692,0.4243,0.1583,0,10,mortgage,12400,education,1
44,24852,8,642,0.4098,0.3131,0,12,own,3300,personal,0
45,42636,3,695,0.3148,0.1346,0,9,rent,7400,personal,0
44,59885,17,808,0.2999,0.1688,0,8,mortgage,23100,medical,0
22,54073,0,635,0.3494,0.197,0,4,rent,15700,debt_consolidation,1
44,51172,16,679,0.2794,0.344,0,1,own,15000,business,0
33,73667,11,738,0.3523,0.3915,0,14,mortgage,4000,medical,0
34,27404,1,741,0.3969,0.369,0,15,mortgage,7600,debt_consolidation,0
55,20000,0,630,0.2959,0.5019,0,21,mortgage,3800,business,0
38,31457,5,710,0.3149,0.2139,0,9,rent,1800,business,0
23,45698,1,696,0.4445,0.3739,0,14,mortgage,9600,home_improvement,0
47,52048,10,781,0.5,0.2443,0,7,own,18700,business,0
55,58542,1,733,0.2819,0.3157,0,10,own,17100,personal,0
66,37682,17,768,0.4364,0.078,0,14,rent,7200,debt_consolidation,0
52,62365,1,732,0.3878,0.1164,0,17,mortgage,1300,medical,0
31,40690,9,582,0.3726,0.3894,0,23,rent,16100,education,0
70,37444,0,802,0.4019,0.1328,0,18,mortgage,6200,personal,0
50,78314,17,683,0.3488,0.3136,0,19,mortgage,2400,medical,0
29,36445,2,687,0.3036,0.2865,0,17,own,8500,business,0
34,64449,10,709,0.296,0.2808,0,7,mortgage,11900,education,0
44,20000,4,649,0.1768,0.4958,0,17,rent,7700,education,0
28,23991,4,640,0.3751,0.4176,0,10,mortgage,7400,education,1
34,26440,1,677,0.3461,0.351,0,11,rent,4700,medical,1
63,55296,6,850,0.2549,0.0236,0,22,mortgage,2600,home_improvement,0
43,45270,2,685,0.2711,0.3167,0,11,own,5100,personal,1
28,44283,2,687,0.4084,0.1311,0,9,mortgage,1700,education,0
43,46168,11,727,0.1916,0.2467,0,22,mortgage,9200,debt_consolidation,0
62,47165,22,762,0.2657,0.2206,0,13,rent,1200,home_improvement,0
44,32554,2,675,0.3983,0.211,0,14,rent,8900,debt_consolidation,0
54,42910,9,654,0.2964,0.3674,0,13,rent,8100,medical,0
63,61515,1,773,0.3078,0.1657,0,3,mortgage,17900,home_improvement,0
60,20000,16,669,0.3378,0.129,0,16,rent,800,education,0
54,42160,1,765,0.2671,0.051,0,16,rent,2000,home_improvement,0
62,34939,11,799,0.2635,0.2144,0,20,mortgage,13700,home_improvement,0
52,38806,26,811,0.2436,0.1854,0,10,mortgage,13900,education,0
37,20000,3,640,0.2693,0.2229,0,10,rent,7600,personal,0
58,44103,11,850,0.366,0.1245,0,16,own,6100,education,0
66,35840,11,616,0.2952,0.5006,0,10,own,4300,education,0
56,58898,3,633,0.299,0.215,0,15,mortgage,20600,business,0
39,51889,9,705,0.3768,0.1704,0,5,rent,3000,debt_consolidation,0
48,30562,2,791,0.3198,0.2916,0,5,rent,7300,personal,0
27,41639,5,655,0.3854,0.3207,0,8,mortgage,10200,home_improvement,0
65,42074,0,721,0.3571,0.2491,0,18,own,3900,personal,1
30,41507,2,591,0.3694,0.4564,0,8,rent,5500,medical,0
52,50773,19,681,0.4028,0.2346,0,6,own,3900,education,0
52,44295,1,687,0.3419,0.177,0,15,rent,8700,home_improvement,0
31,52441,3,696,0.3911,0.0,0,5,rent,12700,debt_consolidation,1
64,29053,25,767,0.233,0.1694,0,10,rent,8400,home_improvement,0
43,40520,1,724,0.3527,0.0505,0,21,mortgage,13800,education,0
54,67624,0,623,0.3051,0.1781,0,28,rent,10300,medical,1
38,65406,4,613,0.329,0.2429,0,8,mortgage,25900,personal,0
22,47299,0,563,0.4166,0.5977,0,12,rent,11300,medical,1
63,30139,4,706,0.313,0.0468,0,12,mortgage,10800,business,0
65,20000,5,673,0.3551,0.202,0,11,rent,7200,debt_consolidation,0
45,47922,2,700,0.2593,0.1739,0,9,rent,600,business,0
28,23796,2,733,0.2849,0.2139,0,7,rent,2800,medical,0
51,42789,2,594,0.3939,0.343,0,8,own,12700,home_improvement,0
69,20000,2,813,0.4839,0.0,0,22,rent,4300,medical,0
55,49792,0,779,0.4896,0.1548,0,18,rent,6100,business,0
49,65191,0,628,0.2253,0.2981,0,4,rent,20500,education,0
49,47718,6,719,0.4531,0.0504,0,16,mortgage,14800,business,0
27,34290,4,599,0.446,0.3801,0,9,mortgage,2100,home_improvement,0
55,63545,13,677,0.3114,0.3247,0,11,rent,800,education,0
40,34180,8,705,0.3943,0.1635,0,6,mortgage,5300,home_improvement,0
31,40195,9,682,0.3471,0.3928,0,18,mortgage,10500,home_improvement,0
38,59128,10,685,0.2598,0.375,0,22,rent,7400,home_improvement,0
69,35819,2,809,0.2261,0.0,0,6,rent,11300,debt_consolidation,0
30,42353,1,652,0.2532,0.4508,0,21,own,2000,personal,1
53,43057,28,815,0.2941,0.1179,0,12,mortgage,11500,medical,0
48,42061,0,597,0.3802,0.5136,0,16,rent,8300,business,0
27,24476,3,685,0.365,0.1516,0,8,rent,4800,education,0
66,61997,3,766,0.2407,0.2311,0,15,mortgage,14900,personal,0
51,65524,0,609,0.4468,0.3564,0,6,mortgage,9400,personal,0
70,51423,0,659,0.3663,0.3672,0,10,own,20200,education,0
58,47289,3,680,0.44,0.2774,0,10,mortgage,5300,home_improvement,0
41,57676,5,668,0.3713,0.1439,0,20,mortgage,9300,personal,0
56,52837,10,795,0.2606,0.0526,0,17,rent,5900,business,0
50,51367,6,683,0.3623,0.1313,0,6,own,6300,medical,0
42,43075,7,670,0.2256,0.2049,0,13,own,5100,medical,0
59,82927,8,655,0.3675,0.2569,0,15,rent,28800,education,0
67,34451,0,769,0.331,0.1281,0,14,rent,1400,personal,1
50,48783,5,706,0.2626,0.2082,0,15,rent,9900,personal,0
59,36906,6,670,0.3908,0.3104,0,13,rent,1500,business,0
36,48432,4,651,0.4546,0.3445,0,8,mortgage,8400,education,0
24,37283,2,625,0.4986,0.2896,0,4,rent,10200,home_improvement,0
23,30557,1,737,0.2944,0.3104,0,6,mortgage,4100,debt_consolidation,0
53,27234,2,639,0.1675,0.3018,0,21,rent,800,education,0
41,38885,7,661,0.1537,0.3752,0,10,rent,8600,education,0
35,42008,13,732,0.2741,0.1969,0,8,own,11200,debt_consolidation,1
56,31790,16,577,0.2511,0.4008,0,14,rent,7900,debt_consolidation,1
63,45212,7,662,0.4459,0.2516,0,11,rent,13400,medical,0
37,35681,8,624,0.4155,0.2235,0,18,own,6900,home_improvement,1
45,55372,6,748,0.3268,0.1323,0,5,own,16200,education,0
51,56764,20,760,0.2892,0.1131,0,19,mortgage,12100,debt_consolidation,0
55,57706,0,727,0.5,0.2129,0,19,mortgage,1900,debt_consolidation,0
66,20000,9,655,0.4344,0.4172,0,16,own,1100,home_improvement,0
39,58311,17,794,0.2567,0.3124,0,7,mortgage,7900,medical,0
30,45115,2,669,0.3795,0.1415,0,11,mortgage,12200,debt_consolidation,1
43,47649,0,693,0.2038,0.239,0,19,rent,8100,education,0
59,39050,4,675,0.1947,0.298,0,15,own,9100,home_improvement,0
22,25670,0,664,0.2173,0.0,0,9,own,3100,medical,0
69,48983,5,774,0.2889,0.1101,0,5,rent,4900,personal,0
29,20000,7,624,0.3871,0.2488,0,8,rent,6700,medical,1
39,35083,0,798,0.2782,0.1759,0,13,rent,7100,medical,0
63,20000,10,732,0.4405,0.1747,0,23,rent,3000,home_improvement,1
30,52472,7,623,0.4621,0.1326,0,12,rent,12600,education,0
46,40282,8,791,0.2436,0.2527,0,8,rent,8200,business,0
53,59382,0,664,0.1911,0.2525,0,13,mortgage,12300,personal,0
33,37489,8,659,0.3102,0.3712,0,9,rent,10500,home_improvement,0
49,72069,2,583,0.4433,0.5289,0,14,mortgage,26200,business,1
32,44291,4,737,0.4005,0.4794,0,17,rent,13700,personal,0
45,66558,1,733,0.3351,0.1987,0,10,mortgage,900,education,0
26,22692,1,570,0.297,0.4314,0,1,rent,8100,education,0
32,46299,3,693,0.363,0.3433,0,7,mortgage,3700,debt_consolidation,0
42,48963,0,794,0.3394,0.1723,0,4,rent,4300,business,0
65,64557,5,661,0.2002,0.465,0,24,rent,2900,personal,0
43,67987,11,710,0.4044,0.0708,0,15,mortgage,17000,home_improvement,0
46,65919,13,712,0.4079,0.3339,0,10,own,2500,business,0
52,27154,4,697,0.369,0.4209,0,12,rent,7700,home_improvement,0
26,36423,4,680,0.3322,0.4524,0,3,rent,11800,personal,1
58,52805,13,693,0.3936,0.3307,0,18,own,11100,medical,0
35,39557,10,691,0.3442,0.3162,0,7,mortgage,15700,personal,0
38,66288,14,706,0.3653,0.0382,0,18,mortgage,10600,medical,0
67,42615,0,765,0.3664,0.1626,0,12,own,13400,medical,0
53,41599,19,791,0.2708,0.2237,0,8,mortgage,1400,home_improvement,0
58,68510,13,725,0.2924,0.4169,0,11,rent,20100,home_improvement,1
22,41349,0,712,0.309,0.0632,0,7,rent,6800,medical,0
27,38578,0,758,0.1703,0.0437,0,12,rent,9600,personal,0
43,41743,12,755,0.2761,0.1737,0,20,rent,4400,home_improvement,0
57,37368,0,678,0.5,0.316,0,12,rent,8700,debt_consolidation,0
48,92358,3,652,0.2354,0.165,0,17,own,13200,education,0
67,60398,2,718,0.2497,0.3178,0,18,own,23600,education,1
23,23256,1,565,0.3738,0.2856,0,14,rent,3400,business,0
39,45766,1,669,0.2333,0.3116,0,17,rent,9100,home_improvement,0
64,20000,12,783,0.342,0.3916,0,18,rent,5800,debt_consolidation,0
40,39721,5,641,0.2858,0.1901,0,12,mortgage,15200,business,1
50,49784,0,759,0.2698,0.282,0,18,own,9400,home_improvement,0
64,76436,16,760,0.3331,0.2365,0,13,mortgage,16300,personal,0
64,79246,3,676,0.4474,0.2088,0,13,mortgage,10800,business,0
38,43520,1,633,0.1769,0.5384,0,7,mortgage,12000,business,0
50,50983,17,695,0.3092,0.2682,0,13,rent,10300,medical,0
27,32434,5,560,0.3591,0.3857,0,7,rent,9500,home_improvement,1
27,33919,3,593,0.2957,0.3644,0,12,rent,11400,education,1
22,45901,0,641,0.3201,0.1816,0,9,rent,8700,medical,0
27,34629,5,773,0.2117,0.3563,0,8,rent,3300,medical,0
40,26360,2,688,0.2554,0.1768,0,15,mortgage,4600,medical,0
63,32698,3,654,0.3175,0.3692,0,12,own,5100,debt_consolidation,0
52,44718,5,803,0.3963,0.0128,0,6,own,10900,business,0
48,20000,1,619,0.2749,0.362,0,17,rent,800,medical,0
35,46988,8,625,0.2802,0.2995,0,14,mortgage,2900,personal,0
47,55033,7,633,0.2817,0.41,0,11,own,13700,business,0
38,46769,9,834,0.5,0.1974,0,6,rent,13800,home_improvement,1
53,56006,14,726,0.3683,0.0937,0,16,own,15400,business,0
51,49600,5,820,0.3735,0.3214,0,17,rent,1400,medical,0
69,33464,3,675,0.2531,0.5272,0,23,rent,7000,medical,0
34,63004,0,648,0.3334,0.4117,0,19,rent,15800,debt_consolidation,1
57,32205,8,712,0.3067,0.3486,0,17,mortgage,5900,home_improvement,0
69,30169,2,663,0.4263,0.2815,0,15,rent,10400,education,0
32,49844,10,687,0.3179,0.4603,0,14,rent,17500,home_improvement,1
34,50186,1,661,0.437,0.2359,0,9,mortgage,18100,medical,0
60,30390,5,714,0.1937,0.1733,0,21,rent,1900,business,0
55,77616,3,725,0.2314,0.0,0,11,mortgage,28200,home_improvement,0
43,48371,10,646,0.3012,0.4327,0,13,rent,6200,education,0
52,53377,7,665,0.3348,0.3697,0,14,rent,17300,personal,0
22,51491,0,597,0.189,0.2582,0,5,rent,7000,home_improvement,0
65,61878,1,622,0.3075,0.0927,0,16,own,9200,education,0
59,42709,4,787,0.2163,0.0,0,7,rent,2400,education,0
30,47644,6,563,0.3773,0.509,0,13,rent,3700,medical,1
53,46894,4,661,0.2705,0.3093,0,21,rent,14200,home_improvement,0
48,48434,1,751,0.4056,0.3156,0,14,mortgage,10300,debt_consolidation,0
47,55430,21,719,0.4053,0.3711,0,13,rent,16700,debt_consolidation,0
39,53673,5,613,0.3465,0.5318,0,18,rent,6200,education,0
24,34147,2,738,0.3278,0.3393,0,12,rent,12100,debt_consolidation,1
63,84323,4,778,0.3392,0.3478,0,14,mortgage,18700,education,0
28,56161,6,736,0.2277,0.3811,0,12,mortgage,19300,debt_consolidation,0
51,70596,17,738,0.286,0.2696,0,16,own,27700,business,0
45,49457,4,619,0.2981,0.2095,0,17,rent,12600,education,0
67,36114,3,707,0.4318,0.3011,0,12,own,7300,debt_consolidation,1
70,53906,19,754,0.2614,0.1337,0,20,own,3400,business,0
61,32284,1,681,0.3042,0.3928,0,7,rent,1000,personal,0
23,20000,1,670,0.2334,0.2258,0,5,rent,1400,personal,0
37,20000,15,609,0.4194,0.3702,0,18,rent,3300,debt_consolidation,0
53,68796,6,831,0.3347,0.0,0,7,own,23900,personal,0
55,39950,2,668,0.2912,0.2037,0,9,rent,7200,medical,0
30,35670,8,699,0.3333,0.2835,0,9,mortgage,1700,debt_consolidation,0
58,36253,0,639,0.4895,0.3509,0,20,own,7100,education,0
46,40918,3,755,0.401,0.1352,0,6,rent,8200,business,1
